iter	Passed	Remaining
693	220504	1050414
694	220742	1049716
695	220977	1049010
696	221210	1048289
697	221442	1047569
698	221673	1046843
699	221921	1046203
700	222178	1045600
701	222410	1044886
702	222641	1044166
703	222880	1043484
704	223111	1042768
705	223343	1042059
706	223577	1041359
707	223806	1040638
708	224053	1040001
709	224294	1039337
710	224518	1038595
711	224740	1037846
712	224985	1037207
713	225229	1036558
714	225467	1035889
715	225697	1035183
716	225932	1034501
717	226164	1033805
718	226404	1033146
719	226638	1032464
720	226873	1031784
721	227116	1031148
722	227356	1030492
723	227589	1029812
724	227828	1029155
725	228070	1028515
726	228293	1027794
727	228536	1027160
728	228771	1026490
729	229021	1025892
730	229261	1025248
731	229491	1024559
732	229728	1023908
733	229957	1023218
734	230201	1022596
735	230440	1021952
736	230672	1021282
737	230906	1020620
738	231139	1019955
739	231386	1019349
740	231621	1018698
741	231858	1018052
742	232097	1017419
743	232331	1016761
744	232556	1016070
745	232786	1015396
746	233018	1014739
747	233253	1014092
748	233494	1013471
749	233728	1012823
750	233962	1012177
751	234201	1011549
752	234437	1010913
753	234678	1010299
754	234955	1009842
755	235193	1009216
756	235414	1008519
757	235655	1007910
758	235886	1007255
759	236115	1006596
760	236349	1005961
761	236590	1005354
762	236823	1004716
763	237066	1004117
764	237297	1003474
765	237530	1002839
766	237772	1002238
767	238028	1001704
768	238263	1001078
769	238493	1000432
770	238733	999832
771	238969	999215
772	239216	998644
773	239454	998037
774	239684	997398
775	239916	996765
776	240153	996156
777	240392	995560
778	240618	994906
779	240934	994626
780	241164	993993
781	241401	993388
782	241634	992769
783	241882	992211
784	242110	991575
785	242359	991021
786	242589	990395
787	242826	989795
788	243060	989183
789	243303	988612
790	243537	988006
791	243767	987381
792	244001	986776
793	244242	986200
794	244485	985630
795	244717	985017
796	244967	984482
797	245199	983870
798	245440	983296
799	245667	982668
800	245910	982107
801	246154	981549
802	246394	980976
803	246634	980401
804	246862	979782
805	247110	979245
806	247341	978640
807	247576	978049
808	247823	977507
809	248059	976926
810	248297	976349
811	248530	975759
812	248766	975175
813	249003	974600
814	249243	974037
815	249478	973455
816	249709	972857
817	249946	972285
818	250180	971700
819	250419	971138
820	250659	970579
821	250899	970023
822	251139	969464
823	251381	968916
824	251616	968341
825	251845	967743
826	252081	967176
827	252320	966619
828	252553	966039
829	252782	965446
830	253025	964905
831	253258	964330
832	253490	963750
833	253724	963178
834	253961	962620
835	254194	962047
836	254428	961479
837	254673	960950
838	254908	960386
839	255131	959780
840	255368	959225
841	255608	958682
842	255851	958151
843	256088	957599
844	256341	957108
845	256583	956576
846	256828	956057
847	257089	955595
848	257355	955155
849	257610	954675
850	257848	954129
851	258100	953639
852	258340	953105
853	258615	952698
854	258872	952227
855	259203	952028
856	259467	951581
857	259710	951062
858	259958	950556
859	260194	950013
860	260451	949542
861	260693	949020
862	260956	948575
863	261209	948094
864	261481	947680
865	261719	947147
866	261951	946589
867	262201	946101
868	262458	945635
869	262697	945106
870	262959	944661
871	263218	944205
872	263449	943651
873	263696	943151
874	263952	942688
875	264190	942157
876	264426	941623
877	264658	941074
878	264887	940515
879	265159	940111
880	265398	939589
881	265634	939057
882	265875	938542
883	266101	937978
884	266335	937439
885	266566	936892
886	266807	936382
887	267047	935867
888	267278	935323
889	267522	934824
