iter	RMSE
518	0.4511110101
519	0.4509139886
520	0.4507646092
521	0.4506409891
522	0.4505562297
523	0.4504361619
524	0.4503060162
525	0.4501663179
526	0.4500679337
527	0.4499577702
528	0.4498196573
529	0.4496816941
530	0.4495272703
531	0.4494177177
532	0.4492932461
533	0.4491950153
534	0.4491151177
535	0.4489959666
536	0.4488639625
537	0.4487801238
538	0.4486562532
539	0.4485758517
540	0.4484244315
541	0.448261697
542	0.4481439602
543	0.4480445658
544	0.4479389331
545	0.4478572525
546	0.4476974082
547	0.4475941664
548	0.4474936545
549	0.4474171634
550	0.4473175576
551	0.4472087324
552	0.4471294505
553	0.4470323969
554	0.4469010476
555	0.4466961139
556	0.4465794807
557	0.446468871
558	0.4462994553
559	0.4461898312
560	0.446044185
561	0.4459331444
562	0.4457898364
563	0.4456849934
564	0.445582592
565	0.4454851884
566	0.4453838468
567	0.4451642772
568	0.4450372172
569	0.4449140653
570	0.4447388375
571	0.4446679017
572	0.4445614211
573	0.4444281575
574	0.4443132327
575	0.4441262093
576	0.4440063776
577	0.4438944901
578	0.4437732041
579	0.4436693418
580	0.443577086
581	0.4434978029
582	0.443374046
583	0.4432702747
584	0.4431416134
585	0.4430791669
586	0.4429932662
587	0.4428865469
588	0.4427436662
589	0.4426065475
590	0.442502675
591	0.4423930049
592	0.4422889442
593	0.442179062
594	0.4420759281
595	0.4419777028
596	0.4418847502
597	0.4418070558
598	0.4416847803
599	0.4415999861
600	0.4414645532
601	0.4413811547
602	0.4412518154
603	0.4411546947
604	0.4410496181
605	0.4409686879
606	0.440821948
607	0.4407308525
608	0.4406564364
609	0.4405156293
610	0.4403721989
611	0.4403026216
612	0.4402073217
613	0.4401180053
614	0.4400115707
615	0.4398855682
616	0.4397968237
617	0.4396854776
618	0.439600479
619	0.439497907
620	0.4393965151
621	0.4392888653
622	0.4391723115
623	0.4390546736
624	0.4389652527
625	0.4388379156
626	0.4387132219
627	0.4385771031
628	0.4384458733
629	0.4383742734
630	0.4382213299
631	0.4381290837
632	0.4380153313
633	0.4379322572
634	0.4378406705
635	0.4377796231
636	0.437671389
637	0.4375805063
638	0.437492813
639	0.4373847411
640	0.4372843558
641	0.4371610551
642	0.4370141349
643	0.4369375373
644	0.4368500079
645	0.4367331347
646	0.4366323977
647	0.4365216005
648	0.4364013005
649	0.4363049781
650	0.4362325153
651	0.4361570195
652	0.436047004
653	0.4359059538
654	0.4357976398
655	0.4357140415
656	0.4356305552
657	0.4354937455
658	0.4353754938
659	0.4352723481
660	0.4351939193
661	0.4350861062
662	0.4350035907
663	0.4349049066
664	0.4348119523
665	0.4346988692
666	0.434630846
667	0.4345398458
668	0.4344037249
669	0.4343288816
670	0.4342057325
671	0.4340794476
672	0.43395773
673	0.4338689031
674	0.433803779
675	0.4337201983
676	0.4336435135
677	0.4335745549
678	0.4334622074
679	0.4333399664
680	0.4332388361
681	0.4331826241
682	0.4331193917
683	0.4330461008
684	0.4329714175
685	0.4328621839
686	0.4327854856
687	0.4326811835
688	0.4325957317
689	0.4325225498
690	0.4324411704
691	0.4323479078
692	0.432257493
693	0.4321826209
694	0.4320682779
695	0.4319577409
696	0.431857848
697	0.4317448262
698	0.4316599105
699	0.4315133587
700	0.4313584739
701	0.4312952758
702	0.4312064584
703	0.4311397594
704	0.4310119989
705	0.4309124008
706	0.4308169121
707	0.4307283987
708	0.4306174297
709	0.4304987859
710	0.430378561
711	0.4303204744
712	0.4302136995
713	0.4301179377
714	0.4300160951
715	0.4299148945
716	0.4298346465
717	0.4297338487
718	0.429633949
719	0.4295649096
720	0.4294799575
721	0.4293994317
722	0.4292964078
723	0.4292167884
724	0.4291232725
725	0.4290141376
726	0.4289433494
727	0.4288307598
728	0.4287197276
729	0.4286053733
730	0.4285014587
731	0.4283974592
732	0.4282992882
733	0.4281714661
734	0.4280255587
735	0.4279349317
736	0.4278564748
737	0.4277548483
738	0.4276856206
739	0.4276023874
740	0.4275115369
741	0.4274387132
742	0.4273633869
743	0.4272888908
744	0.4272094946
745	0.4271477465
746	0.4270217824
747	0.4269108025
748	0.4267777105
749	0.4266501631
750	0.4265730802
751	0.4264487202
752	0.4263611018
753	0.4262701898
754	0.4261897916
755	0.4261050484
756	0.4260426045
757	0.4259634051
758	0.4258873167
759	0.4258051032
760	0.4257209136
761	0.4256262199
762	0.4255381902
763	0.425398602
764	0.4253038429
765	0.4252067795
766	0.4250932562
767	0.4250163194
768	0.4249378798
769	0.4248582684
770	0.4247664515
771	0.4246565178
772	0.4245818058
773	0.4245040037
774	0.424425075
775	0.424340432
776	0.42427097
777	0.4242043614
778	0.4241204566
779	0.4240598511
780	0.4239669382
781	0.4239046262
782	0.4237922717
783	0.423717928
784	0.4236435177
785	0.4235551477
786	0.4234917227
787	0.4234048362
788	0.4233353392
789	0.423251711
790	0.4231681904
791	0.4230899574
792	0.4229912297
793	0.4228917027
794	0.4228064929
795	0.4227340521
796	0.4226532068
797	0.4225731929
798	0.422515197
799	0.4224523324
800	0.4223655722
801	0.4222893535
802	0.422169715
803	0.4220913318
804	0.4220143585
805	0.4219361907
806	0.4218677592
807	0.4217941227
808	0.4217189878
809	0.4216798608
810	0.4215946529
811	0.4215281436
812	0.4214488598
813	0.4213521974
814	0.421252077
815	0.4211661559
816	0.4211015907
817	0.421009975
818	0.4209554294
819	0.4208463258
820	0.4207474804
821	0.420648497
822	0.4205546925
823	0.4204674225
824	0.4203571699
825	0.4202561007
826	0.4201529249
827	0.4201024451
828	0.4200348043
829	0.4199409043
830	0.4198576484
831	0.4197652518
832	0.4196869221
833	0.419602939
834	0.4195235022
835	0.4194624167
836	0.4193846962
837	0.4193236497
838	0.4192029458
839	0.4191159074
840	0.4190458035
841	0.4189499181
842	0.4188397216
843	0.4187273881
844	0.4186717651
845	0.4185831342
846	0.4185125263
847	0.4184437717
848	0.4183585306
849	0.4182758599
850	0.4181892527
851	0.4180899389
852	0.4180133607
853	0.4178908766
854	0.4178264567
855	0.4177407071
856	0.4176818387
857	0.4176088008
858	0.4175376097
859	0.4174614906
860	0.4173607589
861	0.4172907401
862	0.4172227845
863	0.417116921
864	0.4170292799
865	0.4169397889
866	0.4168664669
867	0.4167928606
868	0.4167174914
869	0.4166370144
870	0.4165465811
871	0.4164596892
872	0.4164084161
873	0.4163343824
874	0.4162640653
875	0.4161940326
876	0.4161146309
877	0.4159959948
878	0.4159342217
879	0.4158788179
880	0.4158020012
881	0.4157249761
882	0.4155733566
883	0.4155017716
884	0.4153975063
885	0.4153087373
886	0.4152511263
887	0.415161749
888	0.4150676923
889	0.4149969344
890	0.4149179228
891	0.4148287847
892	0.4147655835
893	0.4146844157
894	0.414575187
895	0.4144991005
896	0.4144116239
897	0.4143477974
898	0.4142676077
899	0.4142057384
900	0.4141168032
901	0.4140669328
902	0.41401657
903	0.4139180185
904	0.4138141437
905	0.413746674
906	0.4136814138
907	0.4135964597
908	0.4135391412
909	0.4134604099
910	0.4133668735
911	0.4132875217
912	0.4131913145
913	0.4130896357
914	0.4130289284
915	0.41292121
916	0.4128683004
917	0.4128039718
918	0.4126871794
919	0.4126038135
920	0.412518195
921	0.4124312314
922	0.4123697643
923	0.4122747184
924	0.4122081421
925	0.4120832444
926	0.4120214144
927	0.4119583799
928	0.4118732552
929	0.4118051979
930	0.4117314637
931	0.4116386698
932	0.4115583488
933	0.4114732116
934	0.411404231
935	0.411329123
936	0.411245579
937	0.4111872748
938	0.411103082
939	0.4110482789
940	0.4109836702
941	0.4108959436
942	0.4108414462
943	0.4107885268
944	0.4107210022
945	0.4106713519
946	0.4106003271
947	0.4105109234
948	0.4104161383
949	0.4103527804
950	0.4102954036
951	0.410217325
952	0.4101352129
953	0.4100368815
954	0.4099808515
955	0.4099334263
956	0.4098757059
957	0.4098028689
958	0.4097266524
959	0.409664491
960	0.4095769418
961	0.40949951
962	0.4094257198
963	0.40938061
964	0.4093289436
965	0.4092675009
966	0.4092057491
967	0.4091311001
968	0.4090765884
969	0.4090195557
970	0.4089559844
971	0.4088942412
972	0.4088179941
973	0.4087336713
974	0.4086911926
975	0.4085868844
976	0.408514125
977	0.408434038
978	0.4083851358
979	0.4083156207
980	0.4082535074
981	0.4081694984
982	0.4081036137
983	0.408013409
984	0.4079444249
985	0.4078644792
986	0.4077744462
987	0.4076888217
988	0.4076265106
989	0.4075576023
990	0.4074585416
991	0.4074135297
992	0.4073748286
993	0.4072964047
994	0.4072181992
995	0.407133938
996	0.4070723969
997	0.4069837829
998	0.4069163878
999	0.4068461955
1000	0.4067772227
1001	0.4067263801
1002	0.4066286119
1003	0.4065723891
1004	0.4065135374
1005	0.4064583813
1006	0.406414737
1007	0.4063188725
1008	0.4062511693
1009	0.4061537431
1010	0.4060835964
1011	0.4060022717
1012	0.4059693836
1013	0.4059172786
1014	0.4057931041
1015	0.405702079
1016	0.4056492361
1017	0.4055791305
1018	0.4055197079
1019	0.4054647922
1020	0.405404171
1021	0.4053263822
1022	0.4052565023
1023	0.4051805323
1024	0.4051077912
1025	0.4050342579
1026	0.404959462
1027	0.4048961659
1028	0.4048635209
1029	0.4047715874
1030	0.4047118934
1031	0.4046587964
1032	0.4045456603
1033	0.4044727259
1034	0.4044124495
1035	0.4043161291
1036	0.4042531443
1037	0.4041957925
1038	0.4040968062
1039	0.4040469468
1040	0.403985471
1041	0.4039146148
1042	0.4038565489
1043	0.4037906105
1044	0.4037102376
1045	0.403617874
1046	0.4035196278
1047	0.4034244399
1048	0.4033484307
1049	0.4032898626
1050	0.4032063273
1051	0.4031475486
1052	0.4030595742
1053	0.4029937255
1054	0.4029343988
1055	0.4028594993
1056	0.402812788
1057	0.4027576693
1058	0.4027118228
1059	0.4026597782
1060	0.4025670297
1061	0.4024589479
1062	0.4024111683
1063	0.4023302857
1064	0.4022554016
1065	0.4021571763
1066	0.4020635511
1067	0.4019798263
1068	0.4018895969
1069	0.4018324605
1070	0.4017737854
1071	0.4017144401
1072	0.4016396205
1073	0.4015569753
1074	0.40148188
1075	0.4014224765
1076	0.4013489686
1077	0.4013006035
1078	0.4012349849
1079	0.4011831886
1080	0.401139893
1081	0.4010632385
1082	0.4009911867
1083	0.4009455872
1084	0.4008269424
1085	0.4007233309
1086	0.4006108056
1087	0.4005510814
1088	0.4004638958
1089	0.4003943555
1090	0.4003075641
1091	0.4002256179
1092	0.4001677438
1093	0.4000960739
1094	0.4000123592
1095	0.3999466852
1096	0.3998663558
1097	0.3997814357
1098	0.3997199245
1099	0.399635375
1100	0.3995718023
1101	0.3994950487
1102	0.399411861
1103	0.3993090355
1104	0.3992491715
1105	0.3991719076
1106	0.3991110978
1107	0.3990118707
1108	0.3989617976
1109	0.3989097292
1110	0.3988247209
1111	0.398774116
1112	0.3987064557
1113	0.39864432
1114	0.3985877544
1115	0.398528706
1116	0.3984661452
1117	0.3984024136
1118	0.3983566974
1119	0.3982965607
1120	0.3982302396
1121	0.3981496666
1122	0.3980587196
1123	0.3979921305
1124	0.39791485
1125	0.3978501404
1126	0.3977891316
1127	0.3977298342
1128	0.3976818905
1129	0.3976368989
1130	0.3975802462
1131	0.3975255269
1132	0.3974500016
1133	0.3973853512
1134	0.3972512623
1135	0.3971751647
1136	0.3971304682
1137	0.3970156318
1138	0.3969400241
1139	0.3968409529
1140	0.3967735811
1141	0.3966828102
1142	0.3966023657
1143	0.3965264187
1144	0.3964176969
1145	0.3963436495
1146	0.3962897424
1147	0.3962289138
1148	0.3961215251
1149	0.3960024973
1150	0.3959354075
1151	0.3958581917
1152	0.3958014492
1153	0.3956855946
1154	0.3956230408
1155	0.3955391776
1156	0.3954853076
1157	0.3954131814
1158	0.3953609753
1159	0.3952910656
1160	0.395240246
1161	0.395181707
1162	0.3951462159
1163	0.3950922296
1164	0.3950074846
1165	0.3949329154
1166	0.3948785207
1167	0.3947990203
1168	0.3947512508
1169	0.3947088778
1170	0.3946543846
1171	0.3945672629
1172	0.3945031947
1173	0.3944356764
1174	0.3943903852
1175	0.3943089501
1176	0.3942424402
1177	0.394156063
1178	0.3940469378
1179	0.3939819146
1180	0.3939362195
1181	0.3938787654
1182	0.3938151024
1183	0.393755753
1184	0.3937184464
1185	0.3936687338
1186	0.3935987607
1187	0.3935204056
1188	0.3934663946
1189	0.3934274829
1190	0.3933658039
1191	0.3933120639
1192	0.393233706
1193	0.3931559424
1194	0.3930932913
1195	0.3930442405
1196	0.3929908843
1197	0.3929193221
1198	0.3928059335
1199	0.3927266292
1200	0.3926587732
1201	0.3926021497
1202	0.392528859
1203	0.3924600596
1204	0.3923977658
1205	0.3923133481
1206	0.3922649969
1207	0.3921986954
1208	0.392142398
1209	0.3920739108
1210	0.3920117931
1211	0.3919771695
1212	0.3919208201
1213	0.3918522292
1214	0.3917598324
1215	0.3917158316
1216	0.3916695851
1217	0.3916113387
1218	0.3915534212
1219	0.3914939606
1220	0.3914503587
1221	0.3914081193
1222	0.3913219931
1223	0.3912438247
1224	0.3911767955
1225	0.3911342688
1226	0.3910800464
1227	0.3910043526
1228	0.3909379944
1229	0.3908553051
1230	0.3907569065
1231	0.3907037214
1232	0.3906506551
1233	0.3905929482
1234	0.3905182852
1235	0.3904370534
1236	0.3903896315
1237	0.3903446339
1238	0.3902680796
1239	0.3901990168
1240	0.3901420058
1241	0.3900878927
1242	0.3900305807
1243	0.3899890773
1244	0.3899026692
1245	0.3898456932
1246	0.3897964779
1247	0.389749614
1248	0.3897085301
1249	0.3896237655
1250	0.389554049
1251	0.3894888823
1252	0.3894162295
1253	0.389373009
1254	0.389287803
1255	0.3891991241
1256	0.3891465145
1257	0.3890806635
1258	0.3890248544
1259	0.388974079
1260	0.3889255082
1261	0.3888702897
1262	0.3888197517
1263	0.388768957
1264	0.3886995998
1265	0.3886115273
1266	0.3885456602
1267	0.3884922929
1268	0.3884222121
1269	0.3883523651
1270	0.3882761512
1271	0.3881875346
1272	0.3881394161
1273	0.3880914027
1274	0.3880692724
1275	0.3880122075
1276	0.3879699204
1277	0.3878802408
1278	0.3878098718
1279	0.3877409267
1280	0.3876736252
1281	0.387623242
1282	0.3875676981
1283	0.3875005417
1284	0.3874350231
1285	0.3873734926
1286	0.3872942313
1287	0.3872466066
1288	0.3871901019
1289	0.3871531865
1290	0.387094608
1291	0.3870392512
1292	0.3870005055
1293	0.3869328428
1294	0.3868956523
1295	0.3868455146
1296	0.3867792174
1297	0.3867245864
1298	0.386667391
1299	0.3866012603
1300	0.3865480382
1301	0.386450315
1302	0.3863977249
1303	0.386340297
1304	0.3862738416
1305	0.386215211
1306	0.3861566618
1307	0.3861002935
1308	0.3860499214
1309	0.3859832642
1310	0.3858998845
1311	0.3858478609
1312	0.3857779602
1313	0.3857114382
1314	0.3856449973
1315	0.3856042373
1316	0.3855373506
1317	0.3854867187
1318	0.3854170919
1319	0.3853733146
1320	0.3853094495
1321	0.3852626179
1322	0.3852144059
1323	0.3851716938
1324	0.3851277694
1325	0.3850736601
1326	0.384988835
1327	0.3849016833
1328	0.3848667794
1329	0.3847467063
1330	0.3846843912
1331	0.3846325342
1332	0.3845413561
1333	0.3845001135
1334	0.384449925
1335	0.38439035
1336	0.3843194953
1337	0.3842700531
1338	0.3842152532
1339	0.3841718916
1340	0.3841250936
1341	0.3840745315
1342	0.384023259
1343	0.3839591531
1344	0.3838952423
1345	0.3838510812
1346	0.3838251243
1347	0.3837754376
1348	0.3837331898
1349	0.3836817464
1350	0.3836245478
1351	0.3835581961
1352	0.3834900323
1353	0.3834322333
1354	0.3833870178
1355	0.3833276104
1356	0.3832776037
1357	0.3832307289
1358	0.3831647869
1359	0.383116094
1360	0.3830732622
1361	0.3829929587
1362	0.3829293063
1363	0.3828551912
1364	0.3828448139
1365	0.3827879097
1366	0.3827492428
1367	0.3827049612
1368	0.3825898567
1369	0.3825329658
1370	0.3824521422
1371	0.3823787014
1372	0.3823238216
1373	0.3822740401
1374	0.382208188
1375	0.3821518943
1376	0.3820805402
1377	0.3819973249
1378	0.3819442229
1379	0.3818700033
1380	0.3818059978
1381	0.3817657146
1382	0.3817046744
1383	0.3816489971
1384	0.3815976931
1385	0.3815343823
1386	0.3815045939
1387	0.3814550485
1388	0.3814056378
1389	0.3813577051
1390	0.381302882
1391	0.3811941017
1392	0.3811595141
1393	0.3810881889
1394	0.381014482
1395	0.3809600894
1396	0.3809044446
1397	0.3808051376
1398	0.3807425023
1399	0.3806846704
1400	0.380662777
1401	0.3806065224
1402	0.3805606375
1403	0.3804710681
1404	0.380443719
1405	0.3803972466
1406	0.3803474716
1407	0.3803145629
1408	0.3802658824
1409	0.3801860754
1410	0.3801383633
1411	0.3800905279
1412	0.3800453363
1413	0.379931283
1414	0.3797716011
1415	0.3797106537
1416	0.3796428102
1417	0.3795624898
1418	0.3795166185
1419	0.3794617936
1420	0.3794094545
1421	0.3793564773
1422	0.3793109096
1423	0.3792397283
1424	0.3791969093
1425	0.3791238797
1426	0.3790609864
1427	0.3790164746
1428	0.3789609972
1429	0.3789144723
1430	0.3788655006
1431	0.3788134896
1432	0.3787443257
1433	0.3786934786
1434	0.3786282633
1435	0.3785891027
1436	0.3785273452
1437	0.3784757831
1438	0.3783982351
1439	0.3783399
1440	0.3783056476
1441	0.3782508747
1442	0.3782016998
1443	0.3781301391
1444	0.3780700306
1445	0.3780328123
1446	0.3779876885
1447	0.3778759107
1448	0.3778186858
1449	0.3777507525
1450	0.3776993032
1451	0.377627748
1452	0.3775997492
1453	0.3775266546
1454	0.3774483476
1455	0.3773763929
1456	0.3773173808
1457	0.377252335
1458	0.3772218761
1459	0.3771509035
1460	0.3771093728
1461	0.3770735431
1462	0.3770283922
1463	0.3769687953
1464	0.3769287103
1465	0.376893354
1466	0.3768524671
1467	0.3768124346
1468	0.3767618282
1469	0.3767135632
1470	0.3766680819
1471	0.3766095437
1472	0.3765546859
1473	0.3765087765
1474	0.3764535694
1475	0.3763665169
1476	0.3762662834
1477	0.3762066585
1478	0.3761625214
1479	0.3761030817
1480	0.3760570155
1481	0.3759930151
1482	0.3759326913
1483	0.3758684046
1484	0.3757891914
1485	0.375762487
1486	0.3757073024
1487	0.3756750793
1488	0.3756214516
1489	0.3755704014
1490	0.3754859865
1491	0.3754452193
1492	0.3753695159
1493	0.3753398698
1494	0.375272549
1495	0.3752340842
1496	0.3751701011
1497	0.3751464675
1498	0.3750906476
1499	0.3750556943
1500	0.3749858898
1501	0.3749380867
1502	0.3748745259
1503	0.3748359868
1504	0.3747750029
1505	0.3747055991
1506	0.3746402142
1507	0.3745980357
1508	0.3745693437
1509	0.3745026423
1510	0.3744723226
1511	0.3744270119
1512	0.3743565615
1513	0.3743083524
1514	0.3742308443
1515	0.3741626436
1516	0.3741198953
1517	0.3740628363
1518	0.3740102325
