iter	Passed	Remaining
341	82709	884653
342	82957	884475
343	83184	884076
344	83414	883709
345	83654	883446
346	83890	883143
347	84124	882822
348	84343	882342
349	84597	882230
350	84819	881784
351	85056	881494
352	85283	881100
353	85518	880791
354	85740	880348
355	85984	880133
356	86223	879864
357	86448	879459
358	86691	879229
359	86926	878927
360	87166	878670
361	87388	878230
362	87624	877933
363	87849	877525
364	88079	877172
365	88311	876842
366	88543	876512
367	88773	876154
368	89009	875863
369	89241	875529
370	89476	875231
371	89710	874920
372	89954	874705
373	90187	874388
374	90416	874028
375	90639	873615
376	90869	873265
377	91103	872959
378	91329	872572
379	91558	872216
380	91794	871927
381	92027	871606
382	92281	871489
383	92519	871223
384	92749	870886
385	92972	870476
386	93230	870391
387	93484	870272
388	93747	870240
389	93988	869994
390	94228	869749
391	94456	869384
392	94682	869010
393	94914	868683
394	95145	868353
395	95380	868060
396	95616	867775
397	95869	867641
398	96101	867318
399	96325	866927
400	96568	866710
401	96797	866360
402	97033	866081
403	97271	865814
404	97512	865575
405	97746	865273
406	97984	865008
407	98213	864659
408	98444	864335
409	98679	864043
410	98925	863849
411	99171	863662
412	99394	863262
413	99641	863078
414	99874	862775
415	100109	862481
416	100338	862140
417	100574	861856
418	100816	861632
419	101035	861207
420	101271	860930
421	101513	860696
422	101737	860319
423	101987	860159
424	102224	859890
425	102462	859623
426	102696	859334
427	102940	859121
428	103182	858895
429	103444	858828
430	103682	858569
431	103934	858423
432	104171	858152
433	104396	857779
434	104620	857407
435	104848	857064
436	105090	856840
437	105326	856562
438	105559	856256
439	105792	855960
440	106024	855649
441	106259	855361
442	106493	855072
443	106719	854720
444	106980	854645
445	107237	854536
446	107475	854273
447	107712	854006
448	107956	853797
449	108204	853614
450	108436	853307
451	108713	853354
452	108965	853205
453	109207	852971
454	109450	852752
455	109688	852494
456	109940	852339
457	110163	851962
458	110403	851719
459	110651	851536
460	110902	851374
461	111129	851033
462	111355	850682
463	111585	850361
464	111817	850056
465	112057	849806
466	112305	849626
467	112531	849277
468	112797	849225
469	113036	848976
470	113263	848637
471	113489	848286
472	113738	848108
473	113986	847922
474	114220	847633
475	114448	847301
476	114676	846972
477	114964	847084
478	115197	846787
479	115441	846573
480	115674	846274
481	115927	846129
482	116159	845826
483	116398	845574
484	116652	845429
485	116894	845200
486	117123	844874
487	117364	844642
488	117598	844353
489	117825	844013
490	118076	843846
491	118309	843558
492	118552	843334
493	118785	843039
494	119010	842692
495	119241	842384
496	119477	842112
497	119703	841767
498	119948	841563
499	120178	841246
500	120409	840940
501	120636	840608
502	120862	840272
503	121086	839915
504	121316	839605
505	121551	839332
506	121786	839055
507	122023	838794
508	122251	838467
509	122486	838191
510	122729	837974
511	122967	837718
512	123212	837509
513	123444	837216
514	123673	836898
515	123910	836635
516	124144	836353
517	124375	836053
518	124632	835924
519	124854	835568
520	125095	835330
521	125329	835052
522	125569	834806
523	125805	834542
524	126038	834256
525	126258	833885
526	126496	833630
527	126738	833404
528	126976	833145
529	127198	832787
530	127438	832553
531	127690	832391
532	127935	832182
533	128172	831921
534	128394	831564
535	128635	831331
536	128888	831174
537	129139	831003
538	129361	830649
539	129613	830483
540	129836	830140
541	130063	829814
542	130289	829485
543	130529	829248
544	130785	829107
545	131024	828864
546	131281	828732
547	131509	828416
548	131757	828224
549	132028	828175
550	132262	827903
551	132535	827864
552	132770	827596
553	132998	827279
554	133221	826931
555	133444	826590
556	133665	826229
557	133918	826072
558	134170	825902
559	134411	825672
560	134636	825341
561	134864	825024
562	135096	824733
563	135328	824447
564	135551	824106
565	135778	823788
566	136002	823449
567	136243	823215
568	136468	822886
569	136693	822558
570	136912	822192
571	137171	822068
572	137415	821853
573	137659	821639
574	137899	821403
575	138131	821114
576	138360	820813
577	138589	820506
578	138832	820284
579	139071	820040
580	139309	819791
581	139541	819504
582	139785	819292
583	140030	819083
584	140258	818776
585	140503	818565
586	140726	818225
587	140949	817888
588	141185	817627
589	141412	817314
590	141652	817079
591	141874	816736
592	142095	816390
593	142329	816116
594	142571	815894
595	142794	815560
596	143028	815288
597	143257	814985
598	143489	814705
599	143751	814589
600	143979	814288
601	144221	814058
602	144477	813911
603	144708	813627
604	144956	813435
605	145181	813111
606	145402	812769
607	145644	812541
608	145865	812199
609	146088	811866
610	146324	811608
611	146576	811439
612	146818	811213
613	147049	810925
614	147282	810650
615	147535	810485
616	147777	810260
617	148012	809998
618	148269	809853
619	148513	809637
620	148762	809452
621	149009	809249
622	149227	808896
623	149449	808559
624	149683	808290
625	149928	808082
626	150164	807821
627	150400	807565
628	150873	808577
629	151483	810316
630	152118	812180
631	152758	814068
632	153386	815878
633	154002	817624
634	154632	819432
635	155247	821150
636	155857	822839
637	156455	824458
638	157081	826216
639	157696	827905
640	158301	829540
641	158793	830573
642	159092	830596
643	159364	830478
644	159616	830253
645	159899	830189
646	160141	829913
647	160387	829656
648	160628	829375
649	160860	829052
650	161105	828788
651	161358	828573
652	161616	828376
653	161867	828147
654	162106	827858
655	162358	827634
656	162597	827339
657	162838	827060
658	163081	826788
659	163316	826481
660	163578	826309
661	163820	826029
662	164053	825712
663	164307	825495
664	164531	825133
665	164769	824837
666	165012	824567
667	165286	824455
668	165521	824145
669	165752	823816
670	166000	823570
671	166255	823359
672	166515	823177
673	166743	822830
674	166998	822622
675	167225	822272
676	167483	822079
677	167716	821762
678	167958	821489
679	168197	821199
680	168433	820897
681	168663	820563
682	168907	820302
683	169142	819993
684	169385	819725
685	169622	819428
686	169883	819249
687	170119	818948
688	170360	818671
689	170597	818375
690	170835	818082
691	171070	817778
692	171319	817538
693	171566	817289
694	171822	817084
695	172074	816858
696	172316	816589
697	172551	816282
698	172796	816023
699	173038	815751
700	173276	815461
701	173516	815182
702	173746	814853
703	173984	814565
704	174224	814284
705	174456	813965
706	174692	813668
707	174926	813359
708	175168	813086
709	175405	812793
710	175652	812548
711	175884	812230
712	176151	812076
713	176396	811817
714	176636	811541
715	176874	811250
716	177101	810911
717	177321	810540
718	177575	810326
719	177821	810074
720	178047	809732
721	178268	809368
722	178500	809052
723	178729	808727
724	178946	808342
725	179170	807994
726	179400	807672
727	179635	807371
728	179860	807029
729	180078	806651
730	180316	806366
731	180578	806189
732	180804	805849
733	181039	805551
734	181272	805243
735	181511	804963
736	181749	804680
737	181970	804319
738	182201	804005
739	182428	803672
740	182683	803461
741	182932	803227
742	183171	802946
743	183391	802585
744	183642	802356
745	183873	802044
746	184100	801711
747	184334	801410
748	184550	801033
749	184781	800721
750	185017	800426
751	185245	800103
752	185473	799776
753	185707	799479
754	185939	799171
755	186187	798930
756	186406	798566
757	186625	798204
758	186868	797944
759	187085	797575
760	187312	797247
761	187526	796866
762	187749	796518
763	187967	796155
764	188194	795827
765	188414	795471
766	188630	795101
767	188866	794812
768	189107	794547
769	189325	794183
770	189551	793855
771	189773	793510
772	190003	793195
773	190233	792887
774	190463	792575
775	190705	792311
776	190942	792029
777	191165	791690
778	191385	791340
779	191608	790997
780	191858	790771
781	192089	790467
782	192318	790149
783	192541	789814
784	192762	789467
785	192989	789144
786	193232	788888
787	193466	788596
788	193700	788305
789	193929	787990
790	194154	787662
791	194393	787392
792	194639	787149
793	194867	786831
794	195103	786547
795	195332	786238
796	195559	785917
797	195773	785545
798	196000	785227
799	196229	784918
800	196450	784575
801	196694	784326
802	196928	784033
803	197162	783743
804	197396	783455
805	197633	783178
806	197871	782906
807	198097	782582
808	198317	782237
809	198558	781979
810	198794	781694
811	199046	781478
812	199282	781195
813	199535	780981
814	199789	780772
815	200028	780505
816	200254	780184
817	200487	779892
818	200731	779643
819	200960	779333
820	201195	779051
821	201438	778798
822	201680	778541
823	201923	778285
824	202158	778004
825	202382	777678
826	202604	777345
827	202830	777025
828	203059	776721
829	203291	776425
830	203513	776095
831	203748	775810
832	203984	775533
833	204212	775225
834	204448	774946
835	204694	774705
836	204950	774500
837	205202	774285
838	205438	774007
839	205667	773701
840	205889	773369
841	206109	773034
842	206370	772847
843	206605	772567
844	206830	772249
845	207068	771977
846	207300	771687
847	207561	771501
848	207819	771308
849	208060	771048
850	208290	770748
851	208536	770508
852	208767	770213
853	209015	769979
854	209245	769681
855	209462	769335
856	209700	769065
857	209931	768770
858	210165	768487
859	210406	768228
860	210655	767998
861	210884	767697
862	211115	767405
863	211341	767093
864	211571	766795
865	211790	766456
866	212010	766122
867	212257	765886
868	212487	765591
869	212717	765293
870	212959	765040
871	213189	764743
872	213429	764483
873	213655	764173
874	213878	763850
875	214100	763527
876	214342	763274
877	214566	762957
878	214793	762650
879	215018	762338
880	215259	762083
881	215484	761769
882	215726	761515
883	215963	761247
884	216191	760946
885	216450	760752
886	216691	760495
887	216913	760172
888	217152	759912
889	217400	759679
890	217635	759404
891	217872	759133
892	218117	758892
893	218355	758627
894	218582	758322
895	218813	758033
896	219122	758010
897	219406	757904
898	219648	757654
899	219871	757334
900	220093	757015
901	220319	756708
902	220641	756729
903	220897	756524
904	221162	756352
905	221390	756051
906	221621	755759
907	221846	755452
908	222088	755200
909	222312	754885
910	222544	754597
911	222775	754308
912	222996	753988
913	223216	753659
914	223441	753353
915	223674	753069
916	223895	752747
917	224137	752495
918	224364	752196
919	224583	751866
920	224831	751634
921	225082	751414
922	225307	751105
923	225533	750802
924	225772	750540
925	226004	750255
926	226235	749969
927	226454	749644
928	226675	749322
929	226910	749048
930	227138	748752
931	227385	748517
932	227608	748205
933	227839	747917
934	228066	747619
935	228294	747324
936	228535	747070
937	228769	746793
938	228999	746503
939	229251	746287
940	229481	745997
941	229721	745740
942	229965	745498
943	230211	745261
944	230436	744956
945	230683	744721
946	230917	744447
947	231144	744147
948	231363	743825
949	231588	743521
950	231828	743263
951	232052	742957
952	232283	742672
953	232515	742391
954	232740	742088
955	232977	741824
956	233219	741573
957	233447	741279
958	233671	740973
959	233888	740645
960	234118	740358
961	234357	740102
962	234581	739796
963	234820	739538
964	235043	739230
965	235270	738934
966	235489	738614
967	235722	738336
968	235956	738065
969	236184	737770
970	236409	737471
971	236635	737174
972	236856	736858
973	237104	736630
974	237326	736322
975	237555	736033
976	237780	735730
977	238015	735463
978	238251	735196
979	238478	734901
980	238720	734654
981	238953	734379
982	239187	734108
983	239431	733866
984	239657	733571
985	239902	733332
986	240129	733040
987	240352	732734
988	240605	732520
989	240869	732341
990	241103	732067
991	241336	731794
992	241588	731577
993	241826	731317
994	242058	731040
995	242298	730787
996	242528	730504
997	242757	730217
998	242995	729959
999	243243	729731
1000	243481	729471
1001	243730	729245
1002	243959	728958
1003	244199	728706
1004	244434	728439
1005	244678	728197
1006	244926	727967
1007	245149	727666
1008	245376	727374
1009	245618	727127
1010	245850	726850
1011	246127	726707
1012	246386	726510
1013	246638	726295
1014	246887	726068
1015	247108	725758
1016	247347	725504
1017	247596	725277
1018	247851	725070
1019	248093	724821
1020	248337	724580
1021	248579	724335
1022	248804	724036
1023	249037	723766
1024	249268	723486
1025	249510	723239
1026	249753	722997
1027	250000	722764
1028	250252	722546
1029	250487	722279
1030	250724	722019
1031	250994	721851
1032	251230	721589
1033	251461	721309
1034	251705	721068
1035	251951	720833
1036	252185	720565
1037	252423	720306
1038	252657	720037
1039	252884	719747
1040	253133	719520
1041	253369	719256
1042	253618	719030
1043	253850	718755
1044	254077	718468
1045	254321	718225
1046	254556	717961
1047	254797	717711
1048	255072	717559
1049	255328	717350
1050	255577	717124
1051	255818	716875
1052	256068	716651
1053	256312	716410
1054	256564	716192
1055	256793	715910
1056	257031	715651
1057	257275	715410
1058	257520	715172
1059	257766	714938
1060	257995	714654
1061	258231	714390
1062	258475	714152
1063	258708	713881
1064	258941	713608
1065	259181	713357
1066	259406	713062
1067	259655	712836
1068	259887	712563
1069	260137	712340
1070	260372	712073
1071	260612	711822
1072	260841	711540
1073	261096	711329
1074	261329	711058
1075	261550	710755
1076	261781	710479
1077	262023	710235
1078	262263	709981
1079	262491	709698
1080	262722	709423
1081	262949	709138
1082	263186	708877
1083	263412	708590
1084	263641	708309
1085	263880	708053
1086	264114	707787
1087	264349	707524
1088	264577	707239
1089	264815	706983
1090	265053	706728
1091	265300	706495
1092	265525	706206
1093	265752	705920
1094	265978	705633
1095	266200	705334
1096	266426	705045
1097	266645	704740
1098	266870	704451
1099	267102	704179
1100	267330	703898
1101	267563	703629
1102	267810	703397
1103	268060	703173
1104	268289	702895
1105	268531	702649
1106	268791	702450
1107	269025	702185
1108	269304	702037
1109	269527	701742
1110	269751	701449
1111	269996	701213
1112	270235	700960
1113	270467	700690
1114	270703	700429
1115	270931	700149
1116	271163	699878
1117	271409	699643
1118	271650	699397
1119	271887	699138
1120	272132	698901
1121	272370	698648
1122	272599	698368
1123	272825	698084
1124	273066	697835
1125	273288	697539
1126	273510	697244
1127	273751	696999
1128	273984	696730
1129	274210	696445
1130	274457	696215
1131	274687	695939
1132	274915	695660
1133	275141	695375
1134	275369	695096
1135	275613	694857
1136	275843	694581
1137	276100	694375
1138	276335	694115
1139	276579	693876
1140	276815	693614
1141	277041	693330
1142	277263	693036
1143	277484	692741
1144	277733	692513
1145	277977	692276
1146	278218	692030
1147	278451	691763
1148	278678	691480
1149	278907	691205
1150	279130	690913
1151	279360	690640
1152	279586	690358
1153	279843	690151
1154	280086	689910
1155	280321	689648
1156	280546	689364
1157	280800	689148
1158	281032	688880
1159	281249	688577
1160	281486	688319
1161	281708	688027
1162	281951	687787
1163	282189	687534
1164	282419	687262
1165	282641	686969
1166	282880	686717
1167	283123	686477
1168	283346	686187
1169	283584	685935
1170	283823	685684
1171	284047	685397
1172	284275	685120
1173	284517	684878
1174	284744	684598
1175	284963	684300
1176	285186	684012
1177	285429	683769
1178	285658	683497
1179	285891	683233
1180	286147	683023
1181	286384	682768
1182	286616	682501
1183	286842	682220
1184	287085	681980
1185	287314	681706
1186	287550	681448
1187	287790	681202
1188	288023	680937
1189	288258	680677
1190	288496	680424
1191	288729	680161
1192	288985	679951
1193	289223	679699
1194	289456	679435
1195	289698	679192
1196	289934	678935
1197	290165	678666
1198	290399	678405
1199	290690	678277
1200	290927	678024
1201	291170	677781
1202	291416	677549
1203	291651	677291
1204	291910	677087
1205	292168	676882
1206	292422	676665
1207	292699	676503
1208	293064	676544
1209	293314	676321
1210	293579	676129
1211	293832	675912
1212	294103	675734
1213	294370	675547
1214	294637	675362
1215	294940	675258
1216	295252	675175
1217	295494	674931
1218	295735	674684
1219	295975	674436
1220	296225	674210
1221	296498	674036
1222	296769	673859
1223	297036	673669
1224	297299	673475
1225	297558	673268
1226	297817	673063
1227	298079	672862
1228	298318	672613
1229	298568	672385
1230	298822	672167
1231	299108	672023
1232	299353	671784
1233	299613	671581
1234	299883	671398
1235	300129	671162
1236	300376	670929
1237	300612	670672
1238	300873	670468
1239	301124	670244
1240	301373	670016
1241	301610	669759
1242	301861	669534
1243	302121	669330
1244	302387	669139
1245	302670	668985
1246	302945	668811
1247	303233	668669
1248	303499	668475
1249	303756	668265
1250	304035	668099
1251	304289	667882
1252	304528	667629
1253	304769	667382
1254	305034	667186
1255	305290	666971
1256	305548	666761
1257	305804	666546
1258	306046	666301
1259	306302	666085
1260	306543	665839
1261	306794	665613
1262	307025	665342
1263	307278	665122
1264	307538	664914
1265	307782	664674
1266	308049	664482
1267	308311	664280
1268	308570	664071
1269	308824	663851
1270	309078	663630
1271	309323	663391
1272	309576	663169
1273	309819	662926
1274	310077	662714
1275	310348	662531
1276	310688	662493
1277	310938	662264
1278	311211	662084
1279	311487	661910
1280	311752	661713
1281	312014	661509
1282	312282	661318
1283	312536	661098
1284	312783	660862
1285	313043	660653
1286	313300	660437
1287	313547	660202
1288	313813	660007
1289	314065	659781
1290	314322	659566
1291	314581	659354
1292	314827	659117
1293	315082	658897
1294	315325	658653
1295	315565	658401
1296	315814	658170
1297	316062	657935
1298	316312	657706
1299	316545	657441
1300	316783	657185
1301	317021	656930
1302	317282	656723
1303	317533	656496
1304	317793	656285
1305	318047	656063
1306	318302	655845
1307	318599	655711
1308	318848	655478
1309	319103	655258
1310	319331	654982
1311	319565	654719
1312	319815	654489
1313	320056	654239
1314	320314	654025
1315	320556	653778
1316	320782	653499
1317	321018	653241
1318	321273	653021
1319	321517	652777
1320	321776	652565
1321	322022	652327
1322	322243	652038
1323	322491	651802
1324	322718	651526
1325	322950	651259
1326	323208	651043
1327	323443	650783
1328	323696	650559
1329	323934	650305
1330	324169	650044
1331	324411	649797
1332	324632	649507
1333	324874	649262
1334	325095	648972
1335	325340	648733
1336	325565	648453
1337	325812	648215
1338	326029	647918
1339	326272	647675
1340	326499	647398
1341	326732	647134
1342	326966	646873
1343	327202	646615
1344	327446	646371
1345	327678	646105
1346	327917	645853
1347	328177	645643
1348	328418	645394
1349	328662	645151
1350	328911	644920
1351	329135	644637
1352	329386	644409
1353	329629	644165
1354	329868	643913
1355	330102	643652
1356	330344	643405
1357	330576	643139
1358	330798	642854
1359	331036	642599
1360	331298	642392
1361	331558	642180
1362	331837	642006
1363	332129	641856
1364	332383	641633
1365	332631	641399
1366	332900	641205
1367	333160	640993
1368	333429	640797
1369	333684	640577
1370	333961	640396
1371	334235	640212
1372	334495	639999
1373	334779	639832
1374	335058	639656
1375	335333	639473
1376	335599	639271
1377	335877	639093
1378	336159	638922
1379	336422	638714
1380	336689	638515
1381	336945	638294
1382	337194	638060
1383	337447	637833
1384	337681	637571
1385	337923	637324
1386	338185	637114
1387	338412	636840
1388	338660	636603
1389	338897	636346
1390	339138	636098
1391	339369	635829
1392	339639	635636
1393	339884	635393
1394	340127	635148
1395	340371	634905
1396	340612	634656
1397	340859	634417
1398	341110	634188
1399	341343	633924
1400	341566	633641
1401	341794	633368
1402	342019	633089
1403	342240	632803
1404	342454	632505
1405	342696	632258
1406	342922	631982
1407	343146	631701
1408	343362	631405
1409	343610	631170
1410	343848	630916
1411	344076	630644
1412	344311	630384
1413	344530	630095
1414	344760	629827
1415	345001	629579
1416	345229	629306
1417	345480	629076
1418	345693	628776
1419	345903	628472
1420	346145	628225
1421	346375	627957
1422	346606	627692
1423	346833	627417
1424	347072	627165
1425	347286	626869
1426	347520	626608
1427	347756	626350
1428	347979	626070
1429	348193	625774
1430	348417	625495
1431	348630	625198
1432	348874	624955
1433	349122	624719
1434	349332	624416
1435	349545	624118
1436	349763	623829
1437	349999	623573
1438	350234	623314
1439	350448	623019
1440	350668	622734
1441	350891	622455
1442	351124	622192
1443	351372	621957
1444	351588	621666
1445	351799	621366
1446	352018	621080
1447	352259	620833
1448	352487	620563
1449	352718	620298
1450	352949	620032
1451	353175	619759
1452	353405	619494
1453	353641	619236
1454	353883	618992
1455	354132	618759
1456	354386	618534
1457	354638	618305
1458	354949	618181
1459	355179	617914
1460	355438	617698
1461	355697	617483
1462	355955	617265
1463	356210	617041
1464	356459	616808
1465	356715	616588
1466	356989	616397
1467	357242	616170
1468	357538	616017
1469	357803	615811
1470	358076	615619
1471	358329	615392
1472	358587	615172
1473	358836	614938
1474	359094	614720
1475	359355	614507
1476	359599	614264
1477	359856	614045
1478	360109	613816
1479	360346	613563
1480	360592	613324
1481	360816	613047
1482	361051	612789
1483	361278	612518
1484	361533	612294
1485	361768	612036
1486	361999	611771
1487	362219	611489
1488	362449	611223
1489	362672	610945
1490	362896	610668
1491	363117	610388
1492	363358	610140
1493	363576	609854
1494	363808	609592
1495	364054	609352
1496	364282	609084
1497	364521	608834
1498	364755	608574
1499	364994	608323
1500	365218	608049
1501	365446	607779
1502	365702	607556
1503	365951	607323
1504	366170	607039
1505	366407	606786
1506	366653	606548
1507	366888	606289
1508	367112	606016
1509	367337	605741
1510	367573	605485
1511	367791	605201
1512	368034	604958
1513	368279	604717
1514	368523	604475
1515	368821	604321
1516	369092	604124
1517	369320	603856
1518	369561	603608
1519	369872	603475
1520	370159	603303
1521	370406	603066
1522	370676	602867
1523	370917	602618
1524	371163	602379
1525	371393	602115
1526	371644	601883
1527	371942	601729
1528	372212	601529
1529	372525	601396
1530	372826	601247
1531	373094	601042
1532	373350	600818
1533	373585	600562
1534	373843	600341
1535	374128	600164
1536	374384	599940
1537	374637	599712
1538	374891	599485
1539	375149	599264
1540	375406	599042
1541	375637	598778
1542	375872	598522
1543	376110	598269
1544	376374	598057
1545	376606	597795
1546	376851	597553
1547	377096	597313
1548	377339	597069
1549	377573	596809
1550	377820	596571
1551	378095	596377
1552	378343	596140
1553	378580	595885
1554	378827	595648
1555	379071	595404
1556	379321	595172
1557	379556	594914
1558	379777	594635
1559	380010	594375
1560	380238	594107
1561	380490	593876
1562	380728	593624
1563	380958	593359
1564	381190	593098
1565	381438	592861
1566	381687	592627
1567	381912	592353
1568	382152	592104
1569	382375	591829
1570	382606	591565
1571	382843	591313
1572	383073	591049
1573	383305	590786
1574	383529	590513
1575	383757	590246
1576	383973	589961
1577	384210	589706
1578	384438	589440
1579	384657	589158
1580	384904	588920
1581	385132	588654
1582	385361	588388
1583	385594	588128
1584	385841	587890
1585	386080	587640
1586	386334	587413
1587	386564	587150
1588	386790	586879
1589	387045	586653
1590	387279	586395
1591	387506	586127
1592	387756	585895
1593	387985	585629
1594	388216	585367
1595	388462	585127
1596	388695	584868
1597	388929	584611
1598	389170	584364
1599	389416	584125
1600	389669	583896
1601	389908	583645
1602	390144	583391
1603	390387	583147
1604	390627	582899
1605	390877	582665
1606	391154	582472
1607	391413	582252
1608	391653	582003
1609	391913	581783
1610	392176	581570
1611	392418	581324
1612	392671	581094
1613	392920	580859
1614	393179	580640
1615	393451	580438
1616	393692	580191
1617	393940	579953
1618	394204	579741
1619	394464	579521
1620	394720	579297
1621	394970	579063
1622	395208	578810
1623	395758	579015
1624	396373	579314
1625	396988	579612
1626	397684	580027
1627	398346	580392
1628	398952	580673
1629	399570	580969
1630	400178	581252
1631	400788	581536
1632	401411	581838
1633	402045	582154
1634	402687	582481
1635	403311	582779
1636	403948	583097
1637	404572	583394
1638	405231	583740
1639	405816	583979
1640	406447	584283
1641	407036	584526
1642	407673	584837
1643	408276	585096
1644	408909	585398
1645	409540	585697
1646	410178	586004
1647	410801	586290
1648	411435	586588
1649	412015	586809
1650	412594	587029
1651	413205	587291
1652	413852	587605
1653	414439	587831
